param nf:= 30 ;
param nn:= 18 ;
param: E: d:=
 0 1 10
 0 3 10
 1 2 10
 1 4 10
 2 5 10
 3 4 10
 3 6 10
 4 5 10
 4 7 10
 5 8 10
 6 7 10
 7 8 10
 9 10 10
 9 12 10
 10 11 10
 10 13 10
 11 14 10
 12 13 10
 12 15 10
 13 14 10
 13 16 10
 14 17 10
 15 16 10
 16 17 10
 1 0 10
 3 0 10
 2 1 10
 4 1 10
 5 2 10
 4 3 10
 6 3 10
 5 4 10
 7 4 10
 8 5 10
 7 6 10
 8 7 10
 10 9 10
 12 9 10
 11 10 10
 13 10 10
 14 11 10
 13 12 10
 15 12 10
 14 13 10
 16 13 10
 17 14 10
 16 15 10
 17 16 10
 6 9 10
 11 8 10;
param s:=
2 0 1 2		2 0 3 2		2 1 2 2		2 1 4 2		2 2 5 2		2 3 4 2		2 3 6 2		2 4 5 2		2 4 7 2		2 5 8 2		2 6 7 2		2 7 8 2		2 9 10 2		2 9 12 2		2 10 11 2		2 10 13 2		2 11 14 2		2 12 13 2		2 12 15 2		2 13 14 2		2 13 16 2		2 14 17 2		2 15 16 2		2 16 17 2		2 1 0 2		2 3 0 2		2 2 1 2		2 4 1 2		2 5 2 2		2 4 3 2		2 6 3 2		2 5 4 2		2 7 4 2		2 8 5 2		2 7 6 2		2 8 7 2		2 10 9 2		2 12 9 2		2 11 10 2		2 13 10 2		2 14 11 2		2 13 12 2		2 15 12 2		2 14 13 2		2 16 13 2		2 17 14 2		2 16 15 2		2 17 16 2		2 6 9 2		2 11 8 2		
3 0 1 2		3 0 3 2		3 1 2 2		3 1 4 2		3 2 5 2		3 3 4 2		3 3 6 2		3 4 5 2		3 4 7 2		3 5 8 2		3 6 7 2		3 7 8 2		3 9 10 2		3 9 12 2		3 10 11 2		3 10 13 2		3 11 14 2		3 12 13 2		3 12 15 2		3 13 14 2		3 13 16 2		3 14 17 2		3 15 16 2		3 16 17 2		3 1 0 2		3 3 0 2		3 2 1 2		3 4 1 2		3 5 2 2		3 4 3 2		3 6 3 2		3 5 4 2		3 7 4 2		3 8 5 2		3 7 6 2		3 8 7 2		3 10 9 2		3 12 9 2		3 11 10 2		3 13 10 2		3 14 11 2		3 13 12 2		3 15 12 2		3 14 13 2		3 16 13 2		3 17 14 2		3 16 15 2		3 17 16 2		3 6 9 2		3 11 8 2		
4 0 1 2		4 0 3 2		4 1 2 2		4 1 4 2		4 2 5 2		4 3 4 2		4 3 6 2		4 4 5 2		4 4 7 2		4 5 8 2		4 6 7 2		4 7 8 2		4 9 10 2		4 9 12 2		4 10 11 2		4 10 13 2		4 11 14 2		4 12 13 2		4 12 15 2		4 13 14 2		4 13 16 2		4 14 17 2		4 15 16 2		4 16 17 2		4 1 0 2		4 3 0 2		4 2 1 2		4 4 1 2		4 5 2 2		4 4 3 2		4 6 3 2		4 5 4 2		4 7 4 2		4 8 5 2		4 7 6 2		4 8 7 2		4 10 9 2		4 12 9 2		4 11 10 2		4 13 10 2		4 14 11 2		4 13 12 2		4 15 12 2		4 14 13 2		4 16 13 2		4 17 14 2		4 16 15 2		4 17 16 2		4 6 9 2		4 11 8 2		
5 0 1 2		5 0 3 2		5 1 2 2		5 1 4 2		5 2 5 2		5 3 4 2		5 3 6 2		5 4 5 2		5 4 7 2		5 5 8 2		5 6 7 2		5 7 8 2		5 9 10 2		5 9 12 2		5 10 11 2		5 10 13 2		5 11 14 2		5 12 13 2		5 12 15 2		5 13 14 2		5 13 16 2		5 14 17 2		5 15 16 2		5 16 17 2		5 1 0 2		5 3 0 2		5 2 1 2		5 4 1 2		5 5 2 2		5 4 3 2		5 6 3 2		5 5 4 2		5 7 4 2		5 8 5 2		5 7 6 2		5 8 7 2		5 10 9 2		5 12 9 2		5 11 10 2		5 13 10 2		5 14 11 2		5 13 12 2		5 15 12 2		5 14 13 2		5 16 13 2		5 17 14 2		5 16 15 2		5 17 16 2		5 6 9 2		5 11 8 2		
6 0 1 2		6 0 3 2		6 1 2 2		6 1 4 2		6 2 5 2		6 3 4 2		6 3 6 2		6 4 5 2		6 4 7 2		6 5 8 2		6 6 7 2		6 7 8 2		6 9 10 2		6 9 12 2		6 10 11 2		6 10 13 2		6 11 14 2		6 12 13 2		6 12 15 2		6 13 14 2		6 13 16 2		6 14 17 2		6 15 16 2		6 16 17 2		6 1 0 2		6 3 0 2		6 2 1 2		6 4 1 2		6 5 2 2		6 4 3 2		6 6 3 2		6 5 4 2		6 7 4 2		6 8 5 2		6 7 6 2		6 8 7 2		6 10 9 2		6 12 9 2		6 11 10 2		6 13 10 2		6 14 11 2		6 13 12 2		6 15 12 2		6 14 13 2		6 16 13 2		6 17 14 2		6 16 15 2		6 17 16 2		6 6 9 2		6 11 8 2		
7 0 1 2		7 0 3 2		7 1 2 2		7 1 4 2		7 2 5 2		7 3 4 2		7 3 6 2		7 4 5 2		7 4 7 2		7 5 8 2		7 6 7 2		7 7 8 2		7 9 10 2		7 9 12 2		7 10 11 2		7 10 13 2		7 11 14 2		7 12 13 2		7 12 15 2		7 13 14 2		7 13 16 2		7 14 17 2		7 15 16 2		7 16 17 2		7 1 0 2		7 3 0 2		7 2 1 2		7 4 1 2		7 5 2 2		7 4 3 2		7 6 3 2		7 5 4 2		7 7 4 2		7 8 5 2		7 7 6 2		7 8 7 2		7 10 9 2		7 12 9 2		7 11 10 2		7 13 10 2		7 14 11 2		7 13 12 2		7 15 12 2		7 14 13 2		7 16 13 2		7 17 14 2		7 16 15 2		7 17 16 2		7 6 9 2		7 11 8 2		
8 0 1 2		8 0 3 2		8 1 2 2		8 1 4 2		8 2 5 2		8 3 4 2		8 3 6 2		8 4 5 2		8 4 7 2		8 5 8 2		8 6 7 2		8 7 8 2		8 9 10 2		8 9 12 2		8 10 11 2		8 10 13 2		8 11 14 2		8 12 13 2		8 12 15 2		8 13 14 2		8 13 16 2		8 14 17 2		8 15 16 2		8 16 17 2		8 1 0 2		8 3 0 2		8 2 1 2		8 4 1 2		8 5 2 2		8 4 3 2		8 6 3 2		8 5 4 2		8 7 4 2		8 8 5 2		8 7 6 2		8 8 7 2		8 10 9 2		8 12 9 2		8 11 10 2		8 13 10 2		8 14 11 2		8 13 12 2		8 15 12 2		8 14 13 2		8 16 13 2		8 17 14 2		8 16 15 2		8 17 16 2		8 6 9 2		8 11 8 2		
9 0 1 2		9 0 3 2		9 1 2 2		9 1 4 2		9 2 5 2		9 3 4 2		9 3 6 2		9 4 5 2		9 4 7 2		9 5 8 2		9 6 7 2		9 7 8 2		9 9 10 2		9 9 12 2		9 10 11 2		9 10 13 2		9 11 14 2		9 12 13 2		9 12 15 2		9 13 14 2		9 13 16 2		9 14 17 2		9 15 16 2		9 16 17 2		9 1 0 2		9 3 0 2		9 2 1 2		9 4 1 2		9 5 2 2		9 4 3 2		9 6 3 2		9 5 4 2		9 7 4 2		9 8 5 2		9 7 6 2		9 8 7 2		9 10 9 2		9 12 9 2		9 11 10 2		9 13 10 2		9 14 11 2		9 13 12 2		9 15 12 2		9 14 13 2		9 16 13 2		9 17 14 2		9 16 15 2		9 17 16 2		9 6 9 2		9 11 8 2		
10 0 1 2		10 0 3 2		10 1 2 2		10 1 4 2		10 2 5 2		10 3 4 2		10 3 6 2		10 4 5 2		10 4 7 2		10 5 8 2		10 6 7 2		10 7 8 2		10 9 10 2		10 9 12 2		10 10 11 2		10 10 13 2		10 11 14 2		10 12 13 2		10 12 15 2		10 13 14 2		10 13 16 2		10 14 17 2		10 15 16 2		10 16 17 2		10 1 0 2		10 3 0 2		10 2 1 2		10 4 1 2		10 5 2 2		10 4 3 2		10 6 3 2		10 5 4 2		10 7 4 2		10 8 5 2		10 7 6 2		10 8 7 2		10 10 9 2		10 12 9 2		10 11 10 2		10 13 10 2		10 14 11 2		10 13 12 2		10 15 12 2		10 14 13 2		10 16 13 2		10 17 14 2		10 16 15 2		10 17 16 2		10 6 9 2		10 11 8 2		
11 0 1 2		11 0 3 2		11 1 2 2		11 1 4 2		11 2 5 2		11 3 4 2		11 3 6 2		11 4 5 2		11 4 7 2		11 5 8 2		11 6 7 2		11 7 8 2		11 9 10 2		11 9 12 2		11 10 11 2		11 10 13 2		11 11 14 2		11 12 13 2		11 12 15 2		11 13 14 2		11 13 16 2		11 14 17 2		11 15 16 2		11 16 17 2		11 1 0 2		11 3 0 2		11 2 1 2		11 4 1 2		11 5 2 2		11 4 3 2		11 6 3 2		11 5 4 2		11 7 4 2		11 8 5 2		11 7 6 2		11 8 7 2		11 10 9 2		11 12 9 2		11 11 10 2		11 13 10 2		11 14 11 2		11 13 12 2		11 15 12 2		11 14 13 2		11 16 13 2		11 17 14 2		11 16 15 2		11 17 16 2		11 6 9 2		11 11 8 2		
12 0 1 2		12 0 3 2		12 1 2 2		12 1 4 2		12 2 5 2		12 3 4 2		12 3 6 2		12 4 5 2		12 4 7 2		12 5 8 2		12 6 7 2		12 7 8 2		12 9 10 2		12 9 12 2		12 10 11 2		12 10 13 2		12 11 14 2		12 12 13 2		12 12 15 2		12 13 14 2		12 13 16 2		12 14 17 2		12 15 16 2		12 16 17 2		12 1 0 2		12 3 0 2		12 2 1 2		12 4 1 2		12 5 2 2		12 4 3 2		12 6 3 2		12 5 4 2		12 7 4 2		12 8 5 2		12 7 6 2		12 8 7 2		12 10 9 2		12 12 9 2		12 11 10 2		12 13 10 2		12 14 11 2		12 13 12 2		12 15 12 2		12 14 13 2		12 16 13 2		12 17 14 2		12 16 15 2		12 17 16 2		12 6 9 2		12 11 8 2		
13 0 1 2		13 0 3 2		13 1 2 2		13 1 4 2		13 2 5 2		13 3 4 2		13 3 6 2		13 4 5 2		13 4 7 2		13 5 8 2		13 6 7 2		13 7 8 2		13 9 10 2		13 9 12 2		13 10 11 2		13 10 13 2		13 11 14 2		13 12 13 2		13 12 15 2		13 13 14 2		13 13 16 2		13 14 17 2		13 15 16 2		13 16 17 2		13 1 0 2		13 3 0 2		13 2 1 2		13 4 1 2		13 5 2 2		13 4 3 2		13 6 3 2		13 5 4 2		13 7 4 2		13 8 5 2		13 7 6 2		13 8 7 2		13 10 9 2		13 12 9 2		13 11 10 2		13 13 10 2		13 14 11 2		13 13 12 2		13 15 12 2		13 14 13 2		13 16 13 2		13 17 14 2		13 16 15 2		13 17 16 2		13 6 9 2		13 11 8 2		
14 0 1 2		14 0 3 2		14 1 2 2		14 1 4 2		14 2 5 2		14 3 4 2		14 3 6 2		14 4 5 2		14 4 7 2		14 5 8 2		14 6 7 2		14 7 8 2		14 9 10 2		14 9 12 2		14 10 11 2		14 10 13 2		14 11 14 2		14 12 13 2		14 12 15 2		14 13 14 2		14 13 16 2		14 14 17 2		14 15 16 2		14 16 17 2		14 1 0 2		14 3 0 2		14 2 1 2		14 4 1 2		14 5 2 2		14 4 3 2		14 6 3 2		14 5 4 2		14 7 4 2		14 8 5 2		14 7 6 2		14 8 7 2		14 10 9 2		14 12 9 2		14 11 10 2		14 13 10 2		14 14 11 2		14 13 12 2		14 15 12 2		14 14 13 2		14 16 13 2		14 17 14 2		14 16 15 2		14 17 16 2		14 6 9 2		14 11 8 2		
15 0 1 2		15 0 3 2		15 1 2 2		15 1 4 2		15 2 5 2		15 3 4 2		15 3 6 2		15 4 5 2		15 4 7 2		15 5 8 2		15 6 7 2		15 7 8 2		15 9 10 2		15 9 12 2		15 10 11 2		15 10 13 2		15 11 14 2		15 12 13 2		15 12 15 2		15 13 14 2		15 13 16 2		15 14 17 2		15 15 16 2		15 16 17 2		15 1 0 2		15 3 0 2		15 2 1 2		15 4 1 2		15 5 2 2		15 4 3 2		15 6 3 2		15 5 4 2		15 7 4 2		15 8 5 2		15 7 6 2		15 8 7 2		15 10 9 2		15 12 9 2		15 11 10 2		15 13 10 2		15 14 11 2		15 13 12 2		15 15 12 2		15 14 13 2		15 16 13 2		15 17 14 2		15 16 15 2		15 17 16 2		15 6 9 2		15 11 8 2		
16 0 1 2		16 0 3 2		16 1 2 2		16 1 4 2		16 2 5 2		16 3 4 2		16 3 6 2		16 4 5 2		16 4 7 2		16 5 8 2		16 6 7 2		16 7 8 2		16 9 10 2		16 9 12 2		16 10 11 2		16 10 13 2		16 11 14 2		16 12 13 2		16 12 15 2		16 13 14 2		16 13 16 2		16 14 17 2		16 15 16 2		16 16 17 2		16 1 0 2		16 3 0 2		16 2 1 2		16 4 1 2		16 5 2 2		16 4 3 2		16 6 3 2		16 5 4 2		16 7 4 2		16 8 5 2		16 7 6 2		16 8 7 2		16 10 9 2		16 12 9 2		16 11 10 2		16 13 10 2		16 14 11 2		16 13 12 2		16 15 12 2		16 14 13 2		16 16 13 2		16 17 14 2		16 16 15 2		16 17 16 2		16 6 9 2		16 11 8 2		
17 0 1 2		17 0 3 2		17 1 2 2		17 1 4 2		17 2 5 2		17 3 4 2		17 3 6 2		17 4 5 2		17 4 7 2		17 5 8 2		17 6 7 2		17 7 8 2		17 9 10 2		17 9 12 2		17 10 11 2		17 10 13 2		17 11 14 2		17 12 13 2		17 12 15 2		17 13 14 2		17 13 16 2		17 14 17 2		17 15 16 2		17 16 17 2		17 1 0 2		17 3 0 2		17 2 1 2		17 4 1 2		17 5 2 2		17 4 3 2		17 6 3 2		17 5 4 2		17 7 4 2		17 8 5 2		17 7 6 2		17 8 7 2		17 10 9 2		17 12 9 2		17 11 10 2		17 13 10 2		17 14 11 2		17 13 12 2		17 15 12 2		17 14 13 2		17 16 13 2		17 17 14 2		17 16 15 2		17 17 16 2		17 6 9 2		17 11 8 2		
18 0 1 2		18 0 3 2		18 1 2 2		18 1 4 2		18 2 5 2		18 3 4 2		18 3 6 2		18 4 5 2		18 4 7 2		18 5 8 2		18 6 7 2		18 7 8 2		18 9 10 2		18 9 12 2		18 10 11 2		18 10 13 2		18 11 14 2		18 12 13 2		18 12 15 2		18 13 14 2		18 13 16 2		18 14 17 2		18 15 16 2		18 16 17 2		18 1 0 2		18 3 0 2		18 2 1 2		18 4 1 2		18 5 2 2		18 4 3 2		18 6 3 2		18 5 4 2		18 7 4 2		18 8 5 2		18 7 6 2		18 8 7 2		18 10 9 2		18 12 9 2		18 11 10 2		18 13 10 2		18 14 11 2		18 13 12 2		18 15 12 2		18 14 13 2		18 16 13 2		18 17 14 2		18 16 15 2		18 17 16 2		18 6 9 2		18 11 8 2		
19 0 1 2		19 0 3 2		19 1 2 2		19 1 4 2		19 2 5 2		19 3 4 2		19 3 6 2		19 4 5 2		19 4 7 2		19 5 8 2		19 6 7 2		19 7 8 2		19 9 10 2		19 9 12 2		19 10 11 2		19 10 13 2		19 11 14 2		19 12 13 2		19 12 15 2		19 13 14 2		19 13 16 2		19 14 17 2		19 15 16 2		19 16 17 2		19 1 0 2		19 3 0 2		19 2 1 2		19 4 1 2		19 5 2 2		19 4 3 2		19 6 3 2		19 5 4 2		19 7 4 2		19 8 5 2		19 7 6 2		19 8 7 2		19 10 9 2		19 12 9 2		19 11 10 2		19 13 10 2		19 14 11 2		19 13 12 2		19 15 12 2		19 14 13 2		19 16 13 2		19 17 14 2		19 16 15 2		19 17 16 2		19 6 9 2		19 11 8 2		
20 0 1 2		20 0 3 2		20 1 2 2		20 1 4 2		20 2 5 2		20 3 4 2		20 3 6 2		20 4 5 2		20 4 7 2		20 5 8 2		20 6 7 2		20 7 8 2		20 9 10 2		20 9 12 2		20 10 11 2		20 10 13 2		20 11 14 2		20 12 13 2		20 12 15 2		20 13 14 2		20 13 16 2		20 14 17 2		20 15 16 2		20 16 17 2		20 1 0 2		20 3 0 2		20 2 1 2		20 4 1 2		20 5 2 2		20 4 3 2		20 6 3 2		20 5 4 2		20 7 4 2		20 8 5 2		20 7 6 2		20 8 7 2		20 10 9 2		20 12 9 2		20 11 10 2		20 13 10 2		20 14 11 2		20 13 12 2		20 15 12 2		20 14 13 2		20 16 13 2		20 17 14 2		20 16 15 2		20 17 16 2		20 6 9 2		20 11 8 2		
21 0 1 2		21 0 3 2		21 1 2 2		21 1 4 2		21 2 5 2		21 3 4 2		21 3 6 2		21 4 5 2		21 4 7 2		21 5 8 2		21 6 7 2		21 7 8 2		21 9 10 2		21 9 12 2		21 10 11 2		21 10 13 2		21 11 14 2		21 12 13 2		21 12 15 2		21 13 14 2		21 13 16 2		21 14 17 2		21 15 16 2		21 16 17 2		21 1 0 2		21 3 0 2		21 2 1 2		21 4 1 2		21 5 2 2		21 4 3 2		21 6 3 2		21 5 4 2		21 7 4 2		21 8 5 2		21 7 6 2		21 8 7 2		21 10 9 2		21 12 9 2		21 11 10 2		21 13 10 2		21 14 11 2		21 13 12 2		21 15 12 2		21 14 13 2		21 16 13 2		21 17 14 2		21 16 15 2		21 17 16 2		21 6 9 2		21 11 8 2		
22 0 1 2		22 0 3 2		22 1 2 2		22 1 4 2		22 2 5 2		22 3 4 2		22 3 6 2		22 4 5 2		22 4 7 2		22 5 8 2		22 6 7 2		22 7 8 2		22 9 10 2		22 9 12 2		22 10 11 2		22 10 13 2		22 11 14 2		22 12 13 2		22 12 15 2		22 13 14 2		22 13 16 2		22 14 17 2		22 15 16 2		22 16 17 2		22 1 0 2		22 3 0 2		22 2 1 2		22 4 1 2		22 5 2 2		22 4 3 2		22 6 3 2		22 5 4 2		22 7 4 2		22 8 5 2		22 7 6 2		22 8 7 2		22 10 9 2		22 12 9 2		22 11 10 2		22 13 10 2		22 14 11 2		22 13 12 2		22 15 12 2		22 14 13 2		22 16 13 2		22 17 14 2		22 16 15 2		22 17 16 2		22 6 9 2		22 11 8 2		
23 0 1 2		23 0 3 2		23 1 2 2		23 1 4 2		23 2 5 2		23 3 4 2		23 3 6 2		23 4 5 2		23 4 7 2		23 5 8 2		23 6 7 2		23 7 8 2		23 9 10 2		23 9 12 2		23 10 11 2		23 10 13 2		23 11 14 2		23 12 13 2		23 12 15 2		23 13 14 2		23 13 16 2		23 14 17 2		23 15 16 2		23 16 17 2		23 1 0 2		23 3 0 2		23 2 1 2		23 4 1 2		23 5 2 2		23 4 3 2		23 6 3 2		23 5 4 2		23 7 4 2		23 8 5 2		23 7 6 2		23 8 7 2		23 10 9 2		23 12 9 2		23 11 10 2		23 13 10 2		23 14 11 2		23 13 12 2		23 15 12 2		23 14 13 2		23 16 13 2		23 17 14 2		23 16 15 2		23 17 16 2		23 6 9 2		23 11 8 2		
24 0 1 2		24 0 3 2		24 1 2 2		24 1 4 2		24 2 5 2		24 3 4 2		24 3 6 2		24 4 5 2		24 4 7 2		24 5 8 2		24 6 7 2		24 7 8 2		24 9 10 2		24 9 12 2		24 10 11 2		24 10 13 2		24 11 14 2		24 12 13 2		24 12 15 2		24 13 14 2		24 13 16 2		24 14 17 2		24 15 16 2		24 16 17 2		24 1 0 2		24 3 0 2		24 2 1 2		24 4 1 2		24 5 2 2		24 4 3 2		24 6 3 2		24 5 4 2		24 7 4 2		24 8 5 2		24 7 6 2		24 8 7 2		24 10 9 2		24 12 9 2		24 11 10 2		24 13 10 2		24 14 11 2		24 13 12 2		24 15 12 2		24 14 13 2		24 16 13 2		24 17 14 2		24 16 15 2		24 17 16 2		24 6 9 2		24 11 8 2		
25 0 1 2		25 0 3 2		25 1 2 2		25 1 4 2		25 2 5 2		25 3 4 2		25 3 6 2		25 4 5 2		25 4 7 2		25 5 8 2		25 6 7 2		25 7 8 2		25 9 10 2		25 9 12 2		25 10 11 2		25 10 13 2		25 11 14 2		25 12 13 2		25 12 15 2		25 13 14 2		25 13 16 2		25 14 17 2		25 15 16 2		25 16 17 2		25 1 0 2		25 3 0 2		25 2 1 2		25 4 1 2		25 5 2 2		25 4 3 2		25 6 3 2		25 5 4 2		25 7 4 2		25 8 5 2		25 7 6 2		25 8 7 2		25 10 9 2		25 12 9 2		25 11 10 2		25 13 10 2		25 14 11 2		25 13 12 2		25 15 12 2		25 14 13 2		25 16 13 2		25 17 14 2		25 16 15 2		25 17 16 2		25 6 9 2		25 11 8 2		
26 0 1 2		26 0 3 2		26 1 2 2		26 1 4 2		26 2 5 2		26 3 4 2		26 3 6 2		26 4 5 2		26 4 7 2		26 5 8 2		26 6 7 2		26 7 8 2		26 9 10 2		26 9 12 2		26 10 11 2		26 10 13 2		26 11 14 2		26 12 13 2		26 12 15 2		26 13 14 2		26 13 16 2		26 14 17 2		26 15 16 2		26 16 17 2		26 1 0 2		26 3 0 2		26 2 1 2		26 4 1 2		26 5 2 2		26 4 3 2		26 6 3 2		26 5 4 2		26 7 4 2		26 8 5 2		26 7 6 2		26 8 7 2		26 10 9 2		26 12 9 2		26 11 10 2		26 13 10 2		26 14 11 2		26 13 12 2		26 15 12 2		26 14 13 2		26 16 13 2		26 17 14 2		26 16 15 2		26 17 16 2		26 6 9 2		26 11 8 2		
27 0 1 2		27 0 3 2		27 1 2 2		27 1 4 2		27 2 5 2		27 3 4 2		27 3 6 2		27 4 5 2		27 4 7 2		27 5 8 2		27 6 7 2		27 7 8 2		27 9 10 2		27 9 12 2		27 10 11 2		27 10 13 2		27 11 14 2		27 12 13 2		27 12 15 2		27 13 14 2		27 13 16 2		27 14 17 2		27 15 16 2		27 16 17 2		27 1 0 2		27 3 0 2		27 2 1 2		27 4 1 2		27 5 2 2		27 4 3 2		27 6 3 2		27 5 4 2		27 7 4 2		27 8 5 2		27 7 6 2		27 8 7 2		27 10 9 2		27 12 9 2		27 11 10 2		27 13 10 2		27 14 11 2		27 13 12 2		27 15 12 2		27 14 13 2		27 16 13 2		27 17 14 2		27 16 15 2		27 17 16 2		27 6 9 2		27 11 8 2		
28 0 1 2		28 0 3 2		28 1 2 2		28 1 4 2		28 2 5 2		28 3 4 2		28 3 6 2		28 4 5 2		28 4 7 2		28 5 8 2		28 6 7 2		28 7 8 2		28 9 10 2		28 9 12 2		28 10 11 2		28 10 13 2		28 11 14 2		28 12 13 2		28 12 15 2		28 13 14 2		28 13 16 2		28 14 17 2		28 15 16 2		28 16 17 2		28 1 0 2		28 3 0 2		28 2 1 2		28 4 1 2		28 5 2 2		28 4 3 2		28 6 3 2		28 5 4 2		28 7 4 2		28 8 5 2		28 7 6 2		28 8 7 2		28 10 9 2		28 12 9 2		28 11 10 2		28 13 10 2		28 14 11 2		28 13 12 2		28 15 12 2		28 14 13 2		28 16 13 2		28 17 14 2		28 16 15 2		28 17 16 2		28 6 9 2		28 11 8 2		
29 0 1 2		29 0 3 2		29 1 2 2		29 1 4 2		29 2 5 2		29 3 4 2		29 3 6 2		29 4 5 2		29 4 7 2		29 5 8 2		29 6 7 2		29 7 8 2		29 9 10 2		29 9 12 2		29 10 11 2		29 10 13 2		29 11 14 2		29 12 13 2		29 12 15 2		29 13 14 2		29 13 16 2		29 14 17 2		29 15 16 2		29 16 17 2		29 1 0 2		29 3 0 2		29 2 1 2		29 4 1 2		29 5 2 2		29 4 3 2		29 6 3 2		29 5 4 2		29 7 4 2		29 8 5 2		29 7 6 2		29 8 7 2		29 10 9 2		29 12 9 2		29 11 10 2		29 13 10 2		29 14 11 2		29 13 12 2		29 15 12 2		29 14 13 2		29 16 13 2		29 17 14 2		29 16 15 2		29 17 16 2		29 6 9 2		29 11 8 2		 ;
param angleM:=
1 0 2 1		1 0 4 1		
3 0 4 1		3 0 6 1		
2 1 5 1		
4 1 3 1		4 1 5 1		4 1 7 1		
5 2 4 1		5 2 8 1		
4 3 1 1		4 3 5 1		4 3 7 1		
6 3 7 1		
5 4 2 1		5 4 8 1		
7 4 6 1		7 4 8 1		
8 5 7 1		8 5 11 1		
7 6 4 1		7 6 8 1		
8 7 5 1		8 7 11 1		
10 9 11 1		10 9 13 1		
12 9 13 1		12 9 15 1		
11 10 14 1		
13 10 12 1		13 10 14 1		13 10 16 1		
14 11 13 1		14 11 17 1		
13 12 10 1		13 12 14 1		13 12 16 1		
15 12 16 1		
14 13 11 1		14 13 17 1		
16 13 15 1		16 13 17 1		
17 14 16 1		
16 15 13 1		16 15 17 1		
17 16 14 1		
0 1 3 1		
0 3 1 1		
1 2 0 1		1 2 4 1		
1 4 0 1		1 4 2 1		
2 5 1 1		
3 4 0 1		3 4 6 1		
3 6 0 1		3 6 4 1		
4 5 1 1		4 5 3 1		4 5 7 1		
4 7 1 1		4 7 3 1		4 7 5 1		
5 8 2 1		5 8 4 1		
6 7 3 1		
7 8 4 1		7 8 6 1		
9 10 12 1		9 10 6 1		
9 12 10 1		9 12 6 1		
10 11 9 1		10 11 13 1		
10 13 9 1		10 13 11 1		
11 14 10 1		
12 13 9 1		12 13 15 1		
12 15 9 1		12 15 13 1		
13 14 10 1		13 14 12 1		13 14 16 1		
13 16 10 1		13 16 12 1		13 16 14 1		
14 17 11 1		14 17 13 1		
15 16 12 1		
16 17 13 1		16 17 15 1		
9 6 10 1		9 6 12 1		
8 11 5 1		8 11 7 1		;
param angleP:=
0 1 3 1		
0 3 1 1		
1 2 4 1		1 2 0 1		
1 4 2 1		1 4 0 1		
2 5 1 1		
3 4 6 1		3 4 0 1		
3 6 4 1		3 6 0 1		
4 5 7 1		4 5 1 1		4 5 3 1		
4 7 5 1		4 7 1 1		4 7 3 1		
5 8 2 1		5 8 4 1		
6 7 3 1		6 7 9 1		
7 8 4 1		7 8 6 1		
9 10 12 1		
9 12 10 1		
10 11 13 1		10 11 9 1		
10 13 11 1		10 13 9 1		
11 14 10 1		11 14 8 1		
12 13 15 1		12 13 9 1		
12 15 13 1		12 15 9 1		
13 14 16 1		13 14 10 1		13 14 12 1		
13 16 14 1		13 16 10 1		13 16 12 1		
14 17 11 1		14 17 13 1		
15 16 12 1		
16 17 13 1		16 17 15 1		
1 0 2 1		1 0 4 1		
3 0 4 1		3 0 6 1		
2 1 5 1		
4 1 5 1		4 1 7 1		4 1 3 1		
5 2 8 1		5 2 4 1		
4 3 5 1		4 3 7 1		4 3 1 1		
6 3 7 1		6 3 9 1		
5 4 8 1		5 4 2 1		
7 4 8 1		7 4 6 1		
8 5 7 1		
7 6 8 1		7 6 4 1		
8 7 5 1		
10 9 11 1		10 9 13 1		
12 9 13 1		12 9 15 1		
11 10 14 1		11 10 8 1		
13 10 14 1		13 10 16 1		13 10 12 1		
14 11 17 1		14 11 13 1		
13 12 14 1		13 12 16 1		13 12 10 1		
15 12 16 1		
14 13 17 1		14 13 11 1		
16 13 17 1		16 13 15 1		
17 14 16 1		
16 15 17 1		16 15 13 1		
17 16 14 1		
6 9 7 1		6 9 3 1		
11 8 14 1		11 8 10 1		;
param anglePM:=
0 1 3 1		
0 3 1 1		
1 2 0 1		1 2 4 1		
1 4 0 1		1 4 2 1		
2 5 1 1		
3 4 0 1		3 4 6 1		
3 6 0 1		3 6 4 1		
4 5 1 1		4 5 3 1		4 5 7 1		
4 7 1 1		4 7 3 1		4 7 5 1		
5 8 2 1		5 8 4 1		
6 7 3 1		
7 8 4 1		7 8 6 1		
9 10 12 1		9 10 6 1		
9 12 10 1		9 12 6 1		
10 11 9 1		10 11 13 1		
10 13 9 1		10 13 11 1		
11 14 10 1		
12 13 9 1		12 13 15 1		
12 15 9 1		12 15 13 1		
13 14 10 1		13 14 12 1		13 14 16 1		
13 16 10 1		13 16 12 1		13 16 14 1		
14 17 11 1		14 17 13 1		
15 16 12 1		
16 17 13 1		16 17 15 1		
1 0 2 1		1 0 4 1		
3 0 4 1		3 0 6 1		
2 1 5 1		
4 1 3 1		4 1 5 1		4 1 7 1		
5 2 4 1		5 2 8 1		
4 3 1 1		4 3 5 1		4 3 7 1		
6 3 7 1		
5 4 2 1		5 4 8 1		
7 4 6 1		7 4 8 1		
8 5 7 1		8 5 11 1		
7 6 4 1		7 6 8 1		
8 7 5 1		8 7 11 1		
10 9 11 1		10 9 13 1		
12 9 13 1		12 9 15 1		
11 10 14 1		
13 10 12 1		13 10 14 1		13 10 16 1		
14 11 13 1		14 11 17 1		
13 12 10 1		13 12 14 1		13 12 16 1		
15 12 16 1		
