Data Name,Total,Binary,Integer,Linear
airportAP38Tini-1,14181,9352,42,3806
airportAP38Tini-2,14201,9352,42,3826
airportAP38Tini0,14161,9352,42,3786
airportAP39None,34233,18687,138,12462
airportAP39Tini-1,16628,11446,46,4154
airportAP39Tini-2,16658,11446,46,4184
airportAP39Tini0,16598,11446,46,4124
airportAP3None,24247,13497,132,10618
airportAP3Tini-1,13500,9916,44,3540
airportAP3Tini-2,13528,9916,44,3568
airportAP3Tini0,13470,9916,44,3510
airportAP40None,30898,16644,123,11185
airportAP40Tini-1,15046,10294,41,3729
airportAP40Tini-2,15066,10294,41,3749
airportAP40Tini0,15024,10294,41,3707
airportAP41None,19831,9426,102,9475
airportAP41Tini-1,9701,6232,34,3159
airportAP41Tini-2,9717,6232,34,3175
airportAP41Tini0,9683,6232,34,3141
airportAP42None,20661,10935,123,9603
airportAP42Tini-1,11434,8192,41,3201
airportAP42Tini-2,11460,8192,41,3227
airportAP42Tini0,11408,8192,41,3175
airportAP43None,22585,12471,123,9991
airportAP43Tini-1,12582,9210,41,3331
airportAP43Tini-2,12610,9210,41,3359
airportAP43Tini0,12552,9210,41,3301
airportAP44None,21054,10836,126,10092
airportAP44Tini-1,11544,8136,42,3366
airportAP44Tini-2,11562,8136,42,3384
airportAP44Tini0,11520,8136,42,3342
airportAP45None,32220,16848,132,12288
airportAP45Tini-1,15460,10336,44,4096
airportAP45Tini-2,15472,10336,44,4108
airportAP45Tini0,15448,10336,44,4084
airportAP46None,37260,20655,144,13518
airportAP46Tini-1,18253,12718,48,4506
airportAP46Tini-2,18269,12718,48,4522
airportAP46Tini0,18237,12718,48,4490
airportAP47None,25926,15480,129,10317
airportAP47Tini-1,14714,11232,43,3439
airportAP47Tini-2,14742,11232,43,3467
airportAP47Tini0,14686,11232,43,3411
airportAP48None,32802,18909,120,10830
airportAP48Tini-1,16415,11784,40,3610
airportAP48Tini-2,16443,11784,40,3638
airportAP48Tini0,16387,11784,40,3582
airportAP49None,24055,13029,135,10891
airportAP49Tini-1,13258,9582,45,3631
airportAP49Tini-2,13284,9582,45,3657
airportAP49Tini0,13230,9582,45,3603
airportAP4None,24459,13563,132,10764
airportAP4Tini-1,13604,9972,44,3588
airportAP4Tini-2,13630,9972,44,3614
airportAP4Tini0,13578,9972,44,3562
airportAP50None,36434,19983,144,13364
airportAP50Tini-1,17773,12288,48,4456
airportAP50Tini-2,17781,12288,48,4464
airportAP50Tini0,17761,12288,48,4444
airportAP51None,30679,16134,132,11482
airportAP51Tini-1,14727,9878,44,3828
airportAP51Tini-2,14757,9878,44,3858
airportAP51Tini0,14695,9878,44,3796
airportAP52None,28659,14727,126,10860
airportAP52Tini-1,13660,9016,42,3620
airportAP52Tini-2,13690,9016,42,3650
airportAP52Tini0,13630,9016,42,3590
airportAP53None,25299,14343,135,10821
airportAP53Tini-1,14110,10458,45,3607
airportAP53Tini-2,14138,10458,45,3635
airportAP53Tini0,14082,10458,45,3579
airportAP54None,29154,14862,120,11232
airportAP54Tini-1,13908,9142,40,3746
airportAP54Tini-2,13916,9142,40,3754
airportAP54Tini0,13894,9142,40,3732
airportAP55None,24316,12850,123,10517
airportAP55Tini-1,12420,8597,41,3506
airportAP55Tini-2,12450,8597,41,3536
airportAP55Tini0,12388,8598,41,3475
airportAP56None,26959,15249,138,11572
airportAP56Tini-1,15042,11138,46,3858
airportAP56Tini-2,15060,11138,46,3876
airportAP56Tini0,15022,11138,46,3838
airportAP57None,26318,14682,144,11492
airportAP57Tini-1,14638,10758,48,3832
airportAP57Tini-2,14668,10758,48,3862
airportAP57Tini0,14604,10758,48,3798
airportAP58None,29243,14985,120,11204
airportAP58Tini-1,13984,9230,40,3736
airportAP58Tini-2,13994,9230,40,3746
airportAP58Tini0,13970,9230,40,3722
airportAP59None,31771,16425,135,12271
airportAP59Tini-1,15164,10048,45,4091
airportAP59Tini-2,15172,10048,45,4099
airportAP59Tini0,15154,10048,45,4081
airportAP5None,22566,12174,126,10266
airportAP5Tini-1,12486,9022,42,3422
airportAP5Tini-2,12504,9022,42,3440
airportAP5Tini0,12468,9022,42,3404
airportAP60None,34811,19245,132,12488
airportAP60Tini-1,17072,11882,44,4164
airportAP60Tini-2,17078,11882,44,4170
airportAP60Tini0,17062,11882,44,4154
airportAP61None,21085,11337,117,9631
airportAP61Tini-1,11702,8452,39,3211
airportAP61Tini-2,11720,8452,39,3229
airportAP61Tini0,11682,8452,39,3191
airportAP62None,23275,13179,123,9973
airportAP62Tini-1,13042,9676,41,3325
airportAP62Tini-2,13070,9676,41,3353
airportAP62Tini0,13012,9676,41,3295
airportAP63None,28015,14004,120,10954
airportAP63Tini-1,13257,8586,40,3652
airportAP63Tini-2,13273,8586,40,3668
airportAP63Tini0,13239,8586,40,3634
airportAP64None,29074,15156,117,10855
airportAP64Tini-1,14008,9368,39,3619
airportAP64Tini-2,14026,9368,39,3637
airportAP64Tini0,13988,9368,39,3599
airportAP65None,29346,16992,144,12210
airportAP65Tini-1,16416,12298,48,4070
airportAP65Tini-2,16434,12298,48,4088
airportAP65Tini0,16398,12298,48,4052
airportAP66None,22728,12234,135,10359
airportAP66Tini-1,12572,9074,45,3453
airportAP66Tini-2,12604,9074,45,3485
airportAP66Tini0,12540,9074,45,3421
airportAP67None,31381,17022,132,11296
airportAP67Tini-1,15253,10466,44,3766
airportAP67Tini-2,15285,10466,44,3798
airportAP67Tini0,15219,10466,44,3732
airportAP68None,24504,13380,138,10986
airportAP68Tini-1,13566,9858,46,3662
airportAP68Tini-2,13596,9858,46,3692
airportAP68Tini0,13536,9858,46,3632
airportAP69None,21831,11961,117,9753
airportAP69Tini-1,12156,8866,39,3251
airportAP69Tini-2,12176,8866,39,3271
airportAP69Tini0,12136,8866,39,3231
airportAP6None,36558,21366,138,12114
airportAP6Tini-1,18378,13314,46,4038
airportAP6Tini-2,18408,13314,46,4068
airportAP6Tini0,18348,13314,46,4008
airportAP70None,30211,18645,129,11437
airportAP70Tini-1,17206,13350,43,3813
airportAP70Tini-2,17210,13350,43,3817
airportAP70Tini0,17200,13350,43,3807
airportAP71None,28389,14661,120,10662
airportAP71Tini-1,13592,9016,40,3554
airportAP71Tini-2,13616,9016,40,3578
airportAP71Tini0,13568,9016,40,3530
airportAP72None,28194,14421,120,10722
airportAP72Tini-1,13443,8852,40,3574
airportAP72Tini-2,13471,8852,40,3602
airportAP72Tini0,13415,8852,40,3546
airportAP73None,25132,13374,141,11617
airportAP73Tini-1,13746,9826,47,3873
airportAP73Tini-2,13766,9826,47,3893
airportAP73Tini0,13724,9826,47,3851
airportAP74None,33666,17841,138,12744
airportAP74Tini-1,16185,10908,46,4250
airportAP74Tini-2,16199,10908,46,4264
airportAP74Tini0,16165,10908,46,4230
airportAP75None,22365,11733,132,10500
airportAP75Tini-1,12288,8742,44,3502
airportAP75Tini-2,12310,8742,44,3524
airportAP75Tini0,12260,8742,44,3474
airportAP76None,32257,17106,129,12085
airportAP76Tini-1,15555,10504,43,4029
airportAP76Tini-2,15569,10504,43,4043
airportAP76Tini0,15539,10504,43,4013
airportAP77None,23656,13584,117,9955
airportAP77Tini-1,13302,9944,39,3319
airportAP77Tini-2,13308,9944,39,3325
airportAP77Tini0,13294,9944,39,3311
airportAP78None,33251,18132,129,12047
airportAP78Tini-1,16273,11232,43,4017
airportAP78Tini-2,16289,11232,43,4033
airportAP78Tini0,16253,11232,43,3997
airportAP79None,28801,17589,129,11083
airportAP79Tini-1,16380,12642,43,3695
airportAP79Tini-2,16398,12642,43,3713
airportAP79Tini0,16360,12642,43,3675
airportAP7None,21207,11337,117,9753
airportAP7Tini-1,11744,8454,39,3251
airportAP7Tini-2,11754,8454,39,3261
airportAP7Tini0,11734,8454,39,3241
airportAP80None,21366,11088,123,10155
airportAP80Tini-1,11654,8228,41,3385
airportAP80Tini-2,11666,8228,41,3397
airportAP80Tini0,11642,8228,41,3373
airportAP81None,27919,14070,117,10795
airportAP81Tini-1,13279,8662,39,3599
airportAP81Tini-2,13295,8662,39,3615
airportAP81Tini0,13261,8662,39,3581
airportAP82None,22512,12108,120,10284
airportAP82Tini-1,12436,8968,40,3428
airportAP82Tini-2,12444,8968,40,3436
airportAP82Tini0,12428,8968,40,3420
airportAP83None,28821,15021,123,10731
airportAP83Tini-1,13826,9226,41,3577
airportAP83Tini-2,13858,9226,41,3609
airportAP83Tini0,13794,9226,41,3545
airportAP84None,41008,20388,129,12949
airportAP84Tini-1,18046,11172,43,4317
airportAP84Tini-2,18068,11172,43,4339
airportAP84Tini0,18022,11172,43,4293
airportAP85None,34744,19179,141,12493
airportAP85Tini-1,17027,11838,47,4165
airportAP85Tini-2,17057,11838,47,4195
airportAP85Tini0,16995,11838,47,4133
airportAP86None,21888,12462,114,9312
airportAP86Tini-1,12334,9192,38,3104
airportAP86Tini-2,12352,9192,38,3122
airportAP86Tini0,12316,9192,38,3086
airportAP87None,29223,18501,120,10602
airportAP87Tini-1,16796,13222,40,3534
airportAP87Tini-2,16802,13222,40,3540
airportAP87Tini0,16790,13222,40,3528
airportAP88None,34401,18699,135,12615
airportAP88Tini-1,16688,11454,45,4205
airportAP88Tini-2,16706,11454,45,4223
airportAP88Tini0,16670,11454,45,4187
airportAP8None,37898,19656,141,13061
airportAP8Tini-1,17398,11316,47,4355
airportAP8Tini-2,17420,11316,47,4377
airportAP8Tini0,17372,11316,47,4329
airportAP90None,31702,16548,132,12076
airportAP90Tini-1,15198,10146,44,4026
airportAP90Tini-2,15216,10146,44,4044
airportAP90Tini0,15178,10146,44,4006
airportAP91None,21159,11601,117,9441
airportAP91Tini-1,11814,8628,39,3147
airportAP91Tini-2,11840,8628,39,3173
airportAP91Tini0,11788,8628,39,3121
airportAP92None,30472,15939,126,11470
airportAP92Tini-1,14675,9830,42,3824
airportAP92Tini-2,14689,9830,42,3838
airportAP92Tini0,14659,9830,42,3808
airportAP93None,43069,21423,141,13969
airportAP93Tini-1,18850,11634,47,4657
airportAP93Tini-2,18862,11634,47,4669
airportAP93Tini0,18836,11634,47,4643
airportAP94None,25500,14046,138,11316
airportAP94Tini-1,14072,10254,46,3772
airportAP94Tini-2,14096,10254,46,3796
airportAP94Tini0,14048,10254,46,3748
airportAP95None,29928,15597,126,11274
airportAP95Tini-1,14331,9554,42,3758
airportAP95Tini-2,14359,9554,42,3786
airportAP95Tini0,14303,9554,42,3730
airportAP96None,39411,19107,126,12642
airportAP96Tini-1,17232,10464,42,4214
airportAP96Tini-2,17248,10464,42,4230
airportAP96Tini0,17216,10464,42,4198
airportAP97None,22530,13560,108,8862
airportAP97Tini-1,12902,9912,36,2954
airportAP97Tini-2,12924,9912,36,2976
airportAP97Tini0,12880,9912,36,2932
airportAP98None,25377,14763,123,10491
airportAP98Tini-1,14282,10744,41,3497
airportAP98Tini-2,14300,10744,41,3515
airportAP98Tini0,14264,10744,41,3479
airportAP99None,31944,17199,129,11685
airportAP99Tini-1,15431,10516,43,3895
airportAP99Tini-2,15457,10516,43,3921
airportAP99Tini0,15405,10516,43,3869
airportAP9None,29802,16974,147,12681
airportAP9Tini-1,16638,12362,49,4227
airportAP9Tini-2,16646,12362,49,4235
airportAP9Tini0,16630,12362,49,4219
airportNC0None,33798,17256,120,11199
airportNC0Tini-1,15268,9754,40,3733
airportNC0Tini-2,15304,9754,40,3769
airportNC0Tini0,15232,9754,40,3697
airportNC10None,28326,15468,135,11886
airportNC10Tini-1,14500,10214,45,3962
airportNC10Tini-2,14530,10213,45,3991
airportNC10Tini0,14470,10215,45,3933
airportNC11None,29216,15483,120,10613
airportNC11Tini-1,14045,9468,40,3537
airportNC11Tini-2,14071,9468,40,3563
airportNC11Tini0,14021,9468,40,3513
airportNC12None,38754,22551,144,12969
airportNC12Tini-1,19299,13898,48,4323
airportNC12Tini-2,19331,13898,48,4355
airportNC12Tini0,19267,13898,48,4291
airportNC13None,30438,14709,105,10284
airportNC13Tini-1,13426,8185,35,3426
airportNC13Tini-2,13458,8185,35,3458
airportNC13Tini0,13400,8185,35,3400
airportNC14None,22331,12960,93,8411
airportNC14Tini-1,11545,8422,31,2803
airportNC14Tini-2,11575,8422,31,2833
airportNC14Tini0,11517,8422,31,2775
airportNC15None,20559,10182,78,7233
airportNC15Tini-1,9459,6002,26,2409
airportNC15Tini-2,9491,6002,26,2441
airportNC15Tini0,9433,6002,26,2383
airportNC16None,26776,13554,114,10099
airportNC16Tini-1,12516,8110,38,3365
airportNC16Tini-2,12550,8110,38,3399
airportNC16Tini0,12486,8110,38,3335
airportNC17None,25649,13803,123,10871
airportNC17Tini-1,13056,9108,41,3623
airportNC17Tini-2,13086,9107,41,3652
airportNC17Tini0,13028,9109,41,3596
airportNC18None,19599,9807,102,8838
airportNC18Tini-1,9573,6309,34,2946
airportNC18Tini-2,9609,6308,34,2981
airportNC18Tini0,9537,6310,34,2911
airportNC19None,34749,16293,102,10563
airportNC19Tini-1,14858,8706,34,3521
airportNC19Tini-2,14888,8706,34,3551
airportNC19Tini0,14828,8706,34,3491
airportNC1None,33160,16632,123,11254
airportNC1Tini-1,14919,9411,41,3750
airportNC1Tini-2,14953,9411,41,3784
airportNC1Tini0,14889,9411,41,3720
airportNC20None,21787,10140,90,8473
airportNC20Tini-1,9773,5892,30,2823
airportNC20Tini-2,9799,5892,30,2849
airportNC20Tini0,9751,5892,30,2801
airportNC21None,15684,8643,87,6954
airportNC21Tini-1,8515,6168,29,2318
airportNC21Tini-2,8541,6168,29,2344
airportNC21Tini0,8489,6168,29,2292
airportNC24None,31582,17475,120,10927
airportNC24Tini-1,15387,10684,40,3643
airportNC24Tini-2,15417,10684,40,3673
airportNC24Tini0,15355,10684,40,3611
airportNC25None,14126,6378,78,6872
airportNC25Tini-1,6619,4037,26,2290
airportNC25Tini-2,6645,4036,26,2315
airportNC25Tini0,6595,4038,26,2267
airportNC27None,18455,10044,108,8303
airportNC27Tini-1,10067,7264,36,2767
airportNC27Tini-2,10099,7264,36,2799
airportNC27Tini0,10037,7264,36,2737
airportNC28None,13111,6642,84,6385
airportNC28Tini-1,6957,4802,28,2127
airportNC28Tini-2,6995,4802,28,2165
airportNC28Tini0,6923,4802,28,2093
airportNC29None,42203,19815,117,11786
airportNC29Tini-1,17770,10308,39,3928
airportNC29Tini-2,17800,10308,39,3958
airportNC29Tini0,17742,10308,39,3900
airportNC2None,14617,7698,93,6826
airportNC2Tini-1,7931,5626,31,2274
airportNC2Tini-2,7969,5626,31,2312
airportNC2Tini0,7897,5626,31,2240
airportNC30None,21796,10524,90,8119
airportNC30Tini-1,9988,6232,30,2705
airportNC30Tini-2,10024,6232,30,2741
airportNC30Tini0,9956,6232,30,2673
airportNC31None,28138,14679,111,10258
airportNC31Tini-1,13425,8940,37,3418
airportNC31Tini-2,13453,8940,37,3446
airportNC31Tini0,13401,8940,37,3394
airportNC32None,15312,7971,96,7245
airportNC32Tini-1,8299,5852,32,2415
airportNC32Tini-2,8327,5852,32,2443
airportNC32Tini0,8271,5852,32,2387
airportNC33None,29819,15852,120,10847
airportNC33Tini-1,14235,9580,40,3615
airportNC33Tini-2,14267,9580,40,3647
airportNC33Tini0,14205,9580,40,3585
airportNC34None,16853,9804,87,6962
airportNC34Tini-1,9361,7012,29,2320
airportNC34Tini-2,9391,7012,29,2350
airportNC34Tini0,9333,7012,29,2292
airportNC35None,33441,18711,126,11571
airportNC35Tini-1,16440,11530,42,3857
airportNC35Tini-2,16472,11530,42,3889
airportNC35Tini0,16408,11530,42,3825
airportNC36None,28743,15982,126,11776
airportNC36Tini-1,14870,10616,42,3925
airportNC36Tini-2,14896,10615,42,3950
airportNC36Tini0,14844,10618,42,3901
airportNC37None,25242,13501,126,10836
airportNC37Tini-1,12714,8800,42,3612
airportNC37Tini-2,12746,8799,42,3643
airportNC37Tini0,12682,8802,42,3581
airportNC38None,30157,10494,84,8959
airportNC38Tini-1,11549,4996,28,2985
airportNC38Tini-2,11579,4996,28,3015
airportNC38Tini0,11523,4996,28,2959
airportNC39None,36951,19737,129,11928
airportNC39Tini-1,16977,11239,43,3976
airportNC39Tini-2,17019,11239,43,4018
airportNC39Tini0,16935,11239,43,3934
airportNC3None,23709,13146,129,10434
airportNC3Tini-1,13145,9624,43,3478
airportNC3Tini-2,13175,9624,43,3508
airportNC3Tini0,13115,9624,43,3448
airportNC40None,20802,9861,90,7899
airportNC40Tini-1,9383,5736,30,2633
airportNC40Tini-2,9413,5736,30,2663
airportNC40Tini0,9353,5736,30,2603
airportNC41None,22945,10593,99,9214
airportNC41Tini-1,10354,6236,33,3072
airportNC41Tini-2,10384,6236,33,3102
airportNC41Tini0,10322,6236,33,3040
airportNC43None,19796,9720,81,7004
airportNC43Tini-1,9222,5864,27,2334
airportNC43Tini-2,9252,5864,27,2364
airportNC43Tini0,9194,5864,27,2306
airportNC44None,18128,9405,114,8609
airportNC44Tini-1,9921,7014,38,2869
airportNC44Tini-2,9951,7014,38,2899
airportNC44Tini0,9893,7014,38,2841
airportNC45None,20457,10377,105,9114
airportNC45Tini-1,10063,6705,35,3036
airportNC45Tini-2,10095,6704,35,3067
airportNC45Tini0,10037,6706,35,3011
airportNC47None,23784,10089,81,8286
airportNC47Tini-1,9975,5410,27,2762
airportNC47Tini-2,10003,5410,27,2790
airportNC47Tini0,9947,5410,27,2734
airportNC48None,29462,14985,90,9113
airportNC48Tini-1,13402,8577,30,3037
airportNC48Tini-2,13432,8577,30,3067
airportNC48Tini0,13374,8577,30,3009
airportNC49None,24632,12189,108,9311
airportNC49Tini-1,11365,7218,36,3103
airportNC49Tini-2,11395,7218,36,3133
airportNC49Tini0,11337,7218,36,3075
airportNC4None,23712,9744,87,8592
airportNC4Tini-1,9835,5179,29,2864
airportNC4Tini-2,9857,5179,29,2886
airportNC4Tini0,9813,5179,29,2842
airportNC50None,19959,10332,99,8670
airportNC50Tini-1,9846,6637,33,2890
airportNC50Tini-2,9876,6637,33,2920
airportNC50Tini0,9816,6637,33,2860
airportNC51None,22554,12495,129,9930
airportNC51Tini-1,12551,9198,43,3310
airportNC51Tini-2,12585,9198,43,3344
airportNC51Tini0,12517,9198,43,3276
airportNC52None,23528,11430,105,9014
airportNC52Tini-1,10836,6804,35,3004
airportNC52Tini-2,10864,6804,35,3032
airportNC52Tini0,10810,6804,35,2978
airportNC53None,24007,13698,126,10183
airportNC53Tini-1,13395,9960,42,3393
airportNC53Tini-2,13429,9960,42,3427
airportNC53Tini0,13365,9960,42,3363
airportNC54None,30037,15762,117,11068
airportNC54Tini-1,14447,9688,39,3690
airportNC54Tini-2,14473,9688,39,3716
airportNC54Tini0,14419,9688,39,3662
airportNC55None,19710,10509,120,9081
airportNC55Tini-1,10901,7834,40,3027
airportNC55Tini-2,10933,7834,40,3059
airportNC55Tini0,10869,7834,40,2995
airportNC56None,18044,8949,99,8165
airportNC56Tini-1,8739,5708,33,2721
airportNC56Tini-2,8775,5708,33,2757
airportNC56Tini0,8705,5708,33,2687
airportNC57None,17792,9537,108,8147
airportNC57Tini-1,9615,6864,36,2715
airportNC57Tini-2,9653,6864,36,2753
airportNC57Tini0,9579,6864,36,2679
airportNC58None,20010,9129,87,7758
airportNC58Tini-1,8921,5294,29,2586
airportNC58Tini-2,8949,5294,29,2614
airportNC58Tini0,8893,5294,29,2558
airportNC59None,15470,7149,87,7403
airportNC59Tini-1,7313,4540,29,2467
airportNC59Tini-2,7343,4539,29,2496
airportNC59Tini0,7285,4541,29,2440
airportNC5None,17673,9630,105,7938
airportNC5Tini-1,9737,7056,35,2646
airportNC5Tini-2,9767,7056,35,2676
airportNC5Tini0,9707,7056,35,2616
airportNC60None,22603,12672,96,8959
airportNC60Tini-1,11506,8197,32,2985
airportNC60Tini-2,11544,8197,32,3023
airportNC60Tini0,11472,8197,32,2951
airportNC61None,17197,9426,102,7669
airportNC61Tini-1,9497,6908,34,2555
airportNC61Tini-2,9531,6908,34,2589
airportNC61Tini0,9467,6908,34,2525
airportNC62None,52143,21219,120,13161
airportNC62Tini-1,20375,10067,40,4387
airportNC62Tini-2,20407,10067,40,4419
airportNC62Tini0,20343,10067,40,4355
airportNC63None,19286,10161,117,9008
airportNC63Tini-1,10651,7610,39,3002
airportNC63Tini-2,10677,7610,39,3028
airportNC63Tini0,10627,7610,39,2978
airportNC64None,20394,9552,84,7713
airportNC64Tini-1,9260,5646,28,2571
airportNC64Tini-2,9288,5646,28,2599
airportNC64Tini0,9232,5646,28,2543
airportNC65None,18507,10194,102,8211
airportNC65Tini-1,10079,7308,34,2737
airportNC65Tini-2,10115,7308,34,2773
airportNC65Tini0,10043,7308,34,2701
airportNC66None,21660,11715,129,9816
airportNC66Tini-1,11929,8614,43,3272
airportNC66Tini-2,11967,8614,43,3310
airportNC66Tini0,11891,8614,43,3234
airportNC67None,18799,8238,81,7420
airportNC67Tini-1,8269,4748,27,2474
airportNC67Tini-2,8297,4748,27,2502
airportNC67Tini0,8239,4748,27,2444
airportNC68None,29544,12777,96,9153
airportNC68Tini-1,12325,6736,32,3051
airportNC68Tini-2,12361,6736,32,3087
airportNC68Tini0,12289,6736,32,3015
airportNC6None,30641,18813,129,10943
airportNC6Tini-1,16409,12467,43,3647
airportNC6Tini-2,16445,12466,43,3682
airportNC6Tini0,16375,12468,43,3614
airportNC70None,53368,22953,114,12751
airportNC70Tini-1,21210,11073,38,4249
airportNC70Tini-2,21246,11073,38,4285
airportNC70Tini0,21178,11073,38,4217
airportNC71None,32636,16041,117,11204
airportNC71Tini-1,14663,9132,39,3734
airportNC71Tini-2,14689,9132,39,3760
airportNC71Tini0,14639,9132,39,3710
airportNC72None,11889,5928,78,5883
airportNC72Tini-1,6331,4344,26,1961
airportNC72Tini-2,6359,4344,26,1989
airportNC72Tini0,6303,4344,26,1933
airportNC73None,22359,11553,111,9835
airportNC73Tini-1,11047,7447,37,3276
airportNC73Tini-2,11081,7446,37,3310
airportNC73Tini0,11019,7448,37,3249
airportNC74None,14736,7461,93,7182
airportNC74Tini-1,7835,5412,31,2392
airportNC74Tini-2,7865,5412,31,2422
airportNC74Tini0,7811,5412,31,2368
airportNC75None,26905,13587,123,10204
airportNC75Tini-1,12578,8140,41,3400
airportNC75Tini-2,12616,8140,41,3438
airportNC75Tini0,12544,8140,41,3366
airportNC76None,28186,14598,120,10459
airportNC76Tini-1,13316,8788,40,3485
airportNC76Tini-2,13350,8788,40,3519
airportNC76Tini0,13286,8788,40,3455
airportNC77None,22975,13455,102,8659
airportNC77Tini-1,12032,8860,34,2885
airportNC77Tini-2,12066,8859,34,2918
airportNC77Tini0,12002,8861,34,2856
airportNC78None,19553,9405,81,7124
airportNC78Tini-1,8916,5534,27,2374
airportNC78Tini-2,8946,5534,27,2404
airportNC78Tini0,8888,5534,27,2346
airportNC79None,26640,16209,126,10305
airportNC79Tini-1,15141,11664,42,3435
airportNC79Tini-2,15171,11664,42,3465
airportNC79Tini0,15111,11664,42,3405
airportNC7None,33419,17100,114,10931
airportNC7Tini-1,15360,9921,38,3643
airportNC7Tini-2,15388,9921,38,3671
airportNC7Tini0,15334,9921,38,3617
airportNC80None,32017,13755,99,10192
airportNC80Tini-1,13200,7112,33,3398
airportNC80Tini-2,13228,7112,33,3426
airportNC80Tini0,13170,7112,33,3368
airportNC81None,14267,7440,87,6740
airportNC81Tini-1,7761,5486,29,2246
airportNC81Tini-2,7783,5486,29,2268
airportNC81Tini0,7741,5486,29,2226
airportNC82None,26370,13488,108,9741
airportNC82Tini-1,12394,8100,36,3247
airportNC82Tini-2,12424,8100,36,3277
airportNC82Tini0,12364,8100,36,3217
airportNC83None,37611,17673,120,11973
airportNC83Tini-1,16204,9558,40,3991
airportNC83Tini-2,16234,9558,40,4021
airportNC83Tini0,16174,9558,40,3961
airportNC84None,21712,11701,102,9050
airportNC84Tini-1,10954,7618,34,3015
airportNC84Tini-2,10986,7617,34,3046
airportNC84Tini0,10926,7620,34,2989
airportNC85None,38694,20478,138,12939
airportNC85Tini-1,17874,11802,46,4313
airportNC85Tini-2,17904,11802,46,4343
airportNC85Tini0,17844,11802,46,4283
airportNC86None,26884,13938,111,9790
airportNC86Tini-1,12874,8560,37,3262
airportNC86Tini-2,12898,8560,37,3286
airportNC86Tini0,12854,8560,37,3242
airportNC87None,16326,10023,78,6225
airportNC87Tini-1,9169,7070,26,2073
airportNC87Tini-2,9203,7070,26,2107
airportNC87Tini0,9141,7070,26,2045
airportNC88None,36944,17580,117,11510
airportNC88Tini-1,15790,9336,39,3836
airportNC88Tini-2,15820,9336,39,3866
airportNC88Tini0,15762,9336,39,3808
airportNC8None,17966,9705,111,8150
airportNC8Tini-1,9813,7060,37,2716
airportNC8Tini-2,9849,7060,37,2752
airportNC8Tini0,9779,7060,37,2682
airportNC90None,22623,12138,129,10356
airportNC90Tini-1,12471,8976,43,3452
airportNC90Tini-2,12501,8976,43,3482
airportNC90Tini0,12441,8976,43,3422
airportNC91None,14329,7656,87,6586
airportNC91Tini-1,7803,5580,29,2194
airportNC91Tini-2,7837,5580,29,2228
airportNC91Tini0,7773,5580,29,2164
airportNC92None,21665,10137,96,8423
airportNC92Tini-1,9800,5958,32,2807
airportNC92Tini-2,9834,5958,32,2841
airportNC92Tini0,9768,5958,32,2775
airportNC93None,28354,14511,123,10660
airportNC93Tini-1,13319,8706,41,3552
airportNC93Tini-2,13355,8706,41,3588
airportNC93Tini0,13287,8706,41,3520
airportNC94None,28534,15550,135,12064
airportNC94Tini-1,14553,10224,45,4022
airportNC94Tini-2,14579,10223,45,4047
airportNC94Tini0,14525,10226,45,3995
airportNC95None,27002,12378,102,9401
airportNC95Tini-1,11628,6754,34,3133
airportNC95Tini-2,11658,6754,34,3163
airportNC95Tini0,11600,6754,34,3105
airportNC96None,28094,11067,87,9044
airportNC96Tini-1,11191,5516,29,3014
airportNC96Tini-2,11223,5516,29,3046
airportNC96Tini0,11161,5516,29,2984
airportNC97None,14260,7029,69,6331
airportNC97Tini-1,6950,4541,23,2109
airportNC97Tini-2,6976,4540,23,2134
airportNC97Tini0,6928,4542,23,2088
airportNC98None,30198,16164,120,10923
airportNC98Tini-1,14584,9906,40,3641
airportNC98Tini-2,14608,9906,40,3665
airportNC98Tini0,14560,9906,40,3617
airportNC99None,23331,11376,96,8769
airportNC99Tini-1,10651,6666,32,2923
airportNC99Tini-2,10683,6666,32,2955
airportNC99Tini0,10619,6666,32,2891
airportNC9None,39509,20010,120,11717
airportNC9Tini-1,17171,10672,40,3905
airportNC9Tini-2,17205,10672,40,3939
airportNC9Tini0,17139,10672,40,3873
grid0nDr0nDe1,28083,18055,136,9294
grid0nDr0nDe2,35189,22681,148,10236
grid0nDr0nDe3,43236,27862,160,11604
grid0nDr1nDe0,24413,15913,136,8364
grid0nDr1nDe1,20774,12370,112,7694
grid10nDr0nDe1,24993,15485,122,8788
grid10nDr0nDe2,42230,28384,162,11562
grid10nDr0nDe3,15219,6323,66,5230
grid10nDr1nDe0,19933,12373,116,7444
grid10nDr1nDe1,11856,6020,74,5164
grid11nDr0nDe1,22808,13772,118,8320
grid11nDr0nDe2,30724,18940,128,9540
grid11nDr0nDe3,21154,10656,88,6816
grid11nDr1nDe0,8830,4706,72,4052
grid11nDr1nDe1,10117,5089,68,4362
grid12nDr0nDe1,22213,13781,112,7722
grid12nDr0nDe2,24530,14650,108,7652
grid12nDr0nDe3,32554,19366,122,9450
grid12nDr1nDe0,14408,8488,96,5824
grid12nDr1nDe1,21444,13212,108,7526
grid13nDr0nDe1,13528,7196,82,5652
grid13nDr0nDe2,16023,8085,82,5738
grid13nDr0nDe3,21600,11052,88,6860
grid13nDr1nDe0,10673,5869,80,4724
grid13nDr1nDe1,16132,8996,90,6448
grid14nDr0nDe1,38617,25977,164,11878
grid14nDr0nDe2,11188,4782,60,4228
